"Proteins","Genes","ProT50_Frontal_Cortex","ProT50_Cerebellum","ProT50_Thalamus","ProT50_Amygdala","ProT50_Striatum","ProT50_Substantia_Nigra","ProT50_Olfactory_Bulb","ProT50_Entorhinal_Cortex","ProT50_Liver","ProT50_Kidney","ProT50_Spleen","ProT50_Lung","ProT50_Heart","ProT50_Gut"
"P57759","Erp29",2.24850335840723,2.64113599979944,2.15560919615687,2.22232112786128,2.56829862812943,2.46035014803347,1.97623296100402,2.10105092743195,1.14909820091068,-0.191643581839036,1.30927004402325,1.53223609248132,2.37938803003841,1.12225510287175
"P57776","Eef1d",3.00676558198535,2.35911163969065,2.6193176526145,2.64616253718551,2.73510819136323,2.56392148010812,2.32483764224984,2.20983137559104,2.13451088915534,1.03638936217482,1.11325637032128,1.73510953483127,0.962204520223726,0.575794535213814
"P57784","Snrpa1",3.2682909529215,3.83817802874668,3.22116880686905,3.11319171223534,3.39311543222654,2.67456576420194,3.78035508309163,2.97272053467261,1.35396411477502,1.85975850644075,2.10386718277426,2.41787489444098,2.37483184274865,0.554709640721002
"P58501","Paxbp1",3.08741710424834,3.08279455663334,1.84376693093203,2.14449420663455,1.64405654907701,1.52622947908521,1.95348657507853,1.79278192447858,1.36319820312444,1.57353560778093,2.80505690552462,3.0096355071276,3.99116888561942,1.39801818484157
"P58774","Tpm2",3.055502853625,3.40640106196744,4.38130265053754,4.04140377580015,4.14817509647897,4.42101757406564,4.152237964188,3.88109353503915,2.2579650923924,3.23193105776098,3.00587670632675,3.01586327633113,2.73455635521397,3.65121835213188
"P59017","Bcl2l13",2.82479569383421,2.86922214907046,1.66064859893422,2.59234887341326,2.92233579479131,2.83212712355585,2.39920258333134,2.15811863529088,1.5256238407613,2.33901450988284,1.70597520438701,1.93246141870424,3.46584070461306,0.309411840596976
"P59279","Rab2b",3.19347347188392,3.02201182429762,3.11655982157383,3.08454370125202,3.1949874849966,2.90303123589542,2.36805294223085,2.83035049893847,1.04983401386449,1.04893850787271,1.518709585314,1.67074826839322,2.41202521951997,0.926745897298329
"P59999","Arpc4",3.56730900977802,3.87067712482446,3.77952649735182,3.51317946677826,3.72338711167293,3.55453621970736,3.61238358458975,3.5129405547301,1.71748205051284,2.32244969717615,2.31543651077195,2.35817213361307,2.66814152870382,1.31611704852439
"P60122","Ruvbl1",2.50531996183812,2.92000598201585,2.9329034934517,2.60661103845914,2.7259871648928,2.89262303776779,3.09936266696627,2.40886294759801,1.85458023000462,2.16689582363765,2.361667462178,2.3321868253216,1.88938744997746,1.27496363080358
"P60202","Plp1",6.86496952385175,7.23551883936086,6.58816358071691,6.43908690633143,6.70611295974175,6.67559521634713,6.12900553491416,6.46233434811697,5.32383855710678,5.69060439724287,5.31502052713498,6.56404458993895,5.82741000361426,6.15133971928691
"P60867","Rps20",3.65286832454058,3.23885279597641,2.61738661600634,3.54721488133797,3.66914637568034,3.06130752262772,3.06983399286389,3.42357795636698,3.04400073043538,2.93072071459371,1.57837236870292,2.75132215261668,3.35773444503882,1.62201971316269
"P60904","Dnajc5",4.36533103311339,4.12415745500665,4.139830516016,4.13802979736434,4.27375239844915,3.97607878204178,3.62704295347631,4.34725486856695,1.32560627357906,1.68147858909148,1.78043196585675,3.00201410792107,2.99920302610743,1.26827898669473
"P61027","Rab10",3.38523194399547,3.42997367957257,3.52938751999598,3.31886308242814,3.59208511442595,3.66910362833152,2.85176867733347,3.26923678515017,1.06677664449988,1.09495829993797,1.34090297371444,2.16488191394361,2.48378875797024,0.756618429354658
"P61028","Rab8b",3.03940347727399,2.82970476399495,2.87820925599142,3.186290400475,2.74251369851688,3.18906784948081,2.2381905306412,2.90864017677945,NA,2.48082233208504,0.716473061195289,2.47621668546211,2.23064397392783,1.41953818347636
"P61082","Ube2m",2.16558348807134,2.23142052286642,2.1571982383793,2.41744504039179,2.32799935195225,2.3867634313734,2.09290968094949,2.21971400636537,0.382770664665007,0.736541450363645,1.18588237105207,1.57469528357027,0.843173598253285,0.331562147799074
"P61161","Actr2",3.53191889830816,3.78871210109474,3.32312454188361,3.23675361774314,3.44612715496469,3.26622514437708,3.18384810557898,3.36370973262757,2.43881930810348,2.26510608497076,2.05749605574392,2.32820712524719,2.30771100514829,0.7207243215329
"P61164","Actr1a",3.01292533300937,3.13510996923905,2.87397195351373,2.69793101526092,2.876970111969,3.10989394088635,2.74320801643156,2.38528245322455,1.15018867264445,2.9253091794016,2.55414530822548,2.91210129662105,3.88976066728667,1.2384131099937
"P61255","Rpl26",3.24314225909819,3.11440806705872,3.04719521158755,3.14168237912841,3.15585285236612,3.19229417422932,3.04251788228956,3.32080283789647,2.58933946184201,2.18155140714012,1.35131965116186,2.52084977938676,2.37625270500808,1.06512139717626
"P61358","Rpl27",3.02691462391359,3.00093396160486,3.08319382189195,2.73169449412533,2.9739582486045,3.0791428402527,2.82913591760122,2.95260681328293,1.96061341951953,2.14205498966648,0.798950682446013,2.27105485209557,2.40467033661141,0.637704212436673
"P61922","Abat",3.92668285561428,4.14235840462805,4.02756183683576,4.00910048199058,4.17481542121609,4.00173281007543,3.60461500581633,3.91232116031949,1.60663094774165,2.21609090616877,1.46722413604646,2.81911284036515,3.48039748179169,0.906770765216989
"P62071","Rras2",4.34448985617076,3.9985507434096,4.18707711760993,4.27976547803115,5.41042092785769,5.10896471375632,3.99287591877363,4.58276412555449,0.722652016574054,2.53518293520863,1.18997882829411,3.08817752923639,3.28148553497554,1.03378081756582
"P62075","Timm13",3.29014280040083,3.63009234882627,3.45693074624428,3.48826456381829,3.27778403961861,3.84718736181686,3.17366663411196,3.21087276726457,1.3222377165059,1.40045765441092,0.78589035469727,-0.0251957055286808,3.2188582073444,0.53309839756106
"P62082","Rps7",3.06719280590915,2.95014962617901,2.75394292591229,2.88752031982192,2.939220571817,2.85353676847026,2.73838638587674,2.94601173745448,2.31185091688939,1.8800259366541,1.0516440804106,2.40150340933174,1.89563321404215,0.984681095661808
"P62242","Rps8",3.20109534027908,2.99526964501033,3.27590998685364,3.22904386816572,3.18151713852152,3.17116875358258,3.22612171576237,3.20464602973135,2.04764349365238,1.86486522400982,0.59892625952887,1.92319628481305,1.7567658040356,0.541838537799547
"P62245","Rps15a",3.11356116506887,3.17014610188926,3.08238972328941,2.86164981255941,3.13233457305976,3.01185974444936,2.7631237052572,2.43750377281122,2.25336979632264,1.35614540225997,0.866321334652312,2.09321171630764,2.08752848783399,0.406773413884115
"P62264","Rps14",3.31981692083515,3.44155797248658,2.95039290823117,3.30941582812946,3.18187006443508,3.05264315263475,2.9428032153449,3.428521443565,2.68845257935265,2.32117826724815,2.16813980733956,2.30690230654815,2.1725966175668,1.19960208068515
"P62267","Rps23",3.37617551007404,3.41729871579266,2.63347151051953,3.08647988038219,3.13261987919471,3.19551559506014,2.98318471781543,2.40487328624298,2.18532384367278,1.74764916218747,1.39521211685101,2.07373370383995,2.66196680546801,0.56967962549857
"P62281","Rps11",3.18598116353399,3.22241117378226,2.97585352238596,3.04950487502217,2.98065752757967,3.04718746563757,2.85700763388312,3.24390787852815,2.24104140854988,2.25159152020198,1.26114489668918,2.44902036097731,2.72841634344885,1.06147917476874
"P62301","Rps13",3.10617409660625,3.24750200867787,2.91149682285849,3.33638285686632,3.24624224697303,3.17914758054935,2.99497386384965,3.25318194143621,2.4392099300214,2.1881007409528,1.46000500174709,2.65584640173185,2.39212098570008,1.11441486522097
"P62309","Snrpg",3.76284254758442,4.45267288323872,3.74768571951749,3.46224529384548,4.03413946026854,3.66314663286412,4.0324848762309,3.46871026651255,2.60937637744595,3.73319064461311,2.56902179537041,2.80308171572282,2.36820799801781,0.843967858926638
"P62313","Lsm6",3.26558288254804,3.06736447054656,3.0648078328568,3.54718313674946,3.64928337482299,3.17618606511199,3.05782282951816,3.21461835103085,1.83211192402872,2.91122693453293,2.27263353376357,2.06794420295254,2.34214480910262,4.02299556730521
"P62315","Snrpd1",3.49188700319009,3.85232236193251,3.09833341060039,3.1592083630452,3.50601370637481,3.11452378798647,3.42813136963614,3.37109787203701,2.44158881964265,3.10142657119992,2.95545864359735,3.00016965361695,3.15345287507855,0.721626422824852
"P62317","Snrpd2",2.4988679500871,3.24328851223388,2.41250623414158,2.53014086459608,2.57800057400628,2.11979153000675,3.05533480794642,2.54658255109388,1.80391004257349,2.12963203975308,2.27404572613661,2.22558155981459,2.280086551318,0.66238705219817
"P62320","Snrpd3",2.92860768218052,3.5737104000441,2.16089026360253,2.29597651343045,2.33768070627365,2.22273876891611,3.0769673580305,2.38962890573355,2.1030513658625,2.25454114550635,2.1343579706585,2.7574970704813,2.7561699468675,0.902061660507991
"P62748","Hpcal1",2.43610076750985,2.76230212043938,2.63848940845129,2.56482091422893,2.63342548999617,2.52038618613229,2.6887244666953,2.57225153408946,1.35686179801986,1.29111116180105,1.87757849447036,2.26502262501082,1.58614104827277,0.755723056968915
"P62751","Rpl23a",3.01709125141925,2.58840192132503,2.52321954834466,2.81334687091833,2.92099731838005,2.91524528215605,2.66977215408839,2.87161053978496,2.07862091185976,1.79556020382111,1.43003596692501,2.26292156778743,1.92885628246754,0.123176863946763
"P62806","H4c1",5.60728320072831,6.18648022940037,5.76733304994639,5.59370961680021,5.62851408484048,5.76161210152121,5.76135841329654,5.48273221445958,4.83559446797286,5.23549728426441,4.44401490757145,5.48645438577401,5.67337663589004,3.43109914300985
"P62821","Rab1A",2.75699653758929,2.79156479765001,2.67216765732024,2.62491399172282,2.78419982798283,2.3649115168906,2.17976947417587,2.58020617718593,0.758048609072649,0.926746815689436,1.1805192712055,1.53281729700751,1.50159162677873,NA
"P62830","Rpl23",3.22262147934701,3.18687553211754,3.22981497933785,3.13504069031983,3.25772705314521,3.12521687014345,3.13464566538889,3.09635974790635,2.34138783531841,2.27089221289832,2.14982523764027,2.32092750986375,2.33196267189609,0.66247448086894
"P62835","Rap1a",4.1787997698061,4.20970990679572,4.62438073943724,4.02815665808807,4.59401714629247,4.7749351385277,3.66830726961502,4.06230669949325,1.36029252578884,2.29864049188225,1.1766849024398,2.53268476138982,0.921347717268098,1.59745133207589
"P62849","Rps24",3.36327547113377,2.84721148646127,3.21929500219502,3.27394970179892,3.40702443889336,3.53299345885461,3.36801135458441,3.42746328398183,2.35902259416615,2.17409945632915,1.70409566362575,2.24295329196773,1.93271519215786,0.912270820847737
"P62852","Rps25",3.04415874737054,3.29606602863192,2.78303034953613,2.88074731840969,3.00713343054181,2.81043802590629,2.92206408676645,2.93719876948019,2.84413050404727,1.88573332003763,1.91466305389173,2.36568638644954,2.10390863305212,0.321982465971806
"P62874","Gnb1",4.59271733084032,4.63117775458062,4.83973623249507,4.63785821196391,4.80969476776691,4.95801245054964,3.92988419576826,4.60602388993216,1.32052576406761,2.34341395732402,1.80996961619097,2.77925893162248,2.42654766350899,0.662561404310355
"P62880","Gnb2",4.71068792773105,4.80103126511689,4.83100142536019,4.62170722191991,4.72693671834794,5.14835388236699,3.97098307298568,4.5812056455542,0.895977304793493,2.49028069491799,2.08848401250773,2.94337640634327,2.73003823741276,1.206232652765
"P62889","Rpl30",3.33908392554519,3.15264167965788,3.02424501981403,3.1075217378192,3.29326840260062,3.09062807535026,2.9062745929706,3.22490737348158,2.64301411969519,2.55793092520235,1.77642311769945,2.51199540320727,1.39114075906741,1.07472057735416
"P62900","Rpl31",3.21839434290029,3.07967197994111,2.87251925854263,3.07062313072939,3.18122548593789,3.29464195439602,2.73292944898979,3.30790537538604,2.64915138446637,2.5568023889129,1.66284926237218,2.65518298228146,1.672395876915,1.09429252294708
"P62908","Rps3",2.86062915144265,3.0318366255322,2.79264557765198,2.84996907251304,2.94159467687847,2.91725863519221,2.81449180532254,2.69198007902435,1.92531383670404,1.39884774992154,0.608554419059214,1.77845162019396,1.94204138059648,-0.0689371988008264
"P62911","Rpl32",3.28324174727614,3.21757589845228,3.37688496755056,3.54153546144041,3.60771718391162,3.06675245053879,3.08863299921688,3.20341544377048,2.43075581787967,2.44253873946429,1.62194633745918,2.44124157135918,2.51232007795398,0.827194008774667
"P62918","Rpl8",3.27262045988756,3.21598016369357,3.25298153729747,3.41552191338797,3.14266730300207,3.2871248160586,3.37720285641105,2.97564917710056,1.84572276273327,2.11363256592408,1.41489912577452,2.20837806684184,2.3698156111772,0.239440544557817
"P63024","Vamp3",3.70591379804275,3.48088251778094,3.16940778738075,3.3024603897224,3.26826960628879,2.93543740861116,2.7975054898914,3.21836678376358,2.01201112350347,1.6087316701304,1.18057482828904,2.1228635488413,1.66368981720178,0.571158277208892
"P63038","Hspd1",4.34737410889547,4.46644841500666,4.41641042729561,4.28125773412009,4.66033299084773,4.53543596384629,4.25812822725953,4.24800972212202,1.79014862146305,2.65815024315744,1.94717617565639,3.20349120804487,3.95441160170775,0.836035260324572
"P63087","Ppp1cc",3.03247377523142,2.71104376405426,2.42527511719033,2.61978096336771,2.56131576971173,2.14628895913795,1.45620440737832,2.25116882430407,1.80622707036665,1.86227406690089,1.25391856606853,1.8186282378321,1.53457423534682,0.484246899466096
"P63158","Hmgb1",2.25026977814239,4.29001938297816,2.33727962426626,2.39403905061935,2.63074591424029,2.73118449374315,3.50045404629648,2.31969527691657,1.76315536619606,2.36862115267745,3.55138106375348,3.05745758665766,2.88762237208957,1.81789985648542
"P63168","Dynll1",3.14021551914803,3.62974650873864,3.1876028873255,3.01948597423534,3.38793502166526,3.25239096460471,2.96658164819545,3.24194861396393,1.22491147888212,1.75870847395131,1.77134005425659,2.41059530944612,2.20443277433432,1.29478301508467
"P63321","Rala",4.36383874111664,4.43867600695705,4.50178638763915,4.60275581832734,4.52599680063904,4.77554200821754,4.0683556750848,4.27009173243612,2.59843853017895,2.96136907715355,1.09434735095084,2.7599225676547,3.00131539665023,1.288709673118
"P63325","Rps10",2.89624524960401,3.41849532142237,3.19656022762745,3.17067182519926,3.04251746394579,2.87352177727804,2.89265622128655,3.07431762463044,2.62883061946819,2.40376133222366,1.4409207674881,2.50767094294182,1.75161969645493,0.0785700551642215
"P67984","Rpl22",3.61155503870258,3.26880422779005,3.58751276289585,3.668009833969,3.66852772087289,3.60809015394911,3.39137987241364,3.64823624965128,2.18212606167091,1.95700369412933,1.35205389597802,2.22208696165288,1.77060500718038,1.35131364190887
"P68040","Rack1",2.57640784747401,2.69543644797591,2.53705638560999,2.59722497505926,2.88344947134447,2.62175291382628,2.67743719407841,2.72602378855505,2.12017971688248,1.95453462026837,1.06551858089052,2.22766417970484,1.90923808440056,1.19788974269385
"P68134","Acta1",3.8261200671398,3.89368755197036,4.00627806761425,4.0451716334984,4.01781551772122,3.83997636882473,3.68817338080699,3.97627951450597,1.75823392033178,2.98912108724955,2.26625686816574,3.00119979778847,3.73789789985805,2.65333896496354
"P68181","Prkacb",2.9992658072378,2.66269433624384,2.84397171734183,2.42498364504203,2.47145059507982,2.81484917358077,2.3511776555403,2.19647925796014,0.0383743790385549,0.956310363691723,0.94339510187507,3.0513676192154,1.76706338914512,1.46349954956078
"P68369","Tuba1a",4.35021371993898,4.18636997965228,4.4543925519353,4.29531351547776,4.53289564682031,4.49264071002975,4.34652424306216,4.30312632585082,1.34886171170747,3.11467621573347,1.73532160268,3.02419770725202,2.0190632196946,1.57079151709735
"P68372","Tubb4b",4.83661596156006,4.62446447449318,4.82226782505012,4.65417910055126,4.912700053787,4.7419672571836,5.02128051518538,4.56338102160649,2.17137893482432,3.56549111652732,2.84550735113995,4.01245919369398,2.70906445341846,2.2283814829776
"P68404","Prkcb",1.66975527991527,2.69675123728564,2.4554721892991,2.28415394927378,2.22385232214125,2.4912965943424,2.14110856536941,2.12924703035708,4.2919417467859,3.9515710813795,1.70749857017339,2.08225948563785,0.714203857168564,0.467564704845838
"P68510","Ywhah",2.01145622692184,2.3297690847683,2.16523068448872,1.87525483036038,2.22913363338803,2.18621037857292,2.21399461787598,1.92589075285262,1.44444252995764,1.58278197046801,0.836332401870419,2.14714529788687,1.791645599226,0.578862916511715
"P70168","Kpnb1",2.77621819817888,2.95630196498738,2.94186117086668,2.94684199535371,2.94748318255105,2.96005006057971,2.64681400223359,2.86980956862845,1.00638010456384,1.46244102618191,1.45928645092387,2.45557101821799,2.54169131444291,0.994158494526967
"P70175","Dlg3",2.15264675043067,2.83400913969226,2.69289020181658,2.2624535732974,2.46622677921957,2.68180454423309,2.31867962937511,2.38899470775932,4.14754613395205,4.36202037829798,3.75261214528766,2.26941512176563,3.62415957169935,0.889255922456148
"P70202","Lxn",3.04554067388642,3.16386224966377,3.06371540081214,3.09051022981964,3.22438951840144,2.87692189850561,2.60535614774019,3.09547245748464,4.6084350435547,1.47686961552472,2.03303058416178,2.54157350688886,3.7071868615333,2.0478909996287
"P70248","Myo1f",2.76054360175287,0.920752676618231,1.76499151892363,2.04341327175979,0.825957181809862,8.36036545755385,1.29231677030293,1.49786757028086,1.94590059374808,2.21584394874841,2.43026524092974,2.41012509962346,2.17598989893204,1.78479312992332
"P70261","Pald1",1.05894302582599,1.71980312709146,2.50140990796388,2.40214468937197,1.81855351307524,2.88739215224654,1.93833751902041,1.75744858917661,1.63254077881895,2.7576212903506,0.06938927988075,2.07292426901916,2.86635622098607,1.72002431959632
"P70290","Mpp1",3.19826518978088,3.65161881008145,3.44201100202032,3.34608476932884,3.12385579581774,3.74201074907455,3.38885363353459,3.39096867278021,3.35413623785406,2.23096946598266,3.23114342350827,3.65038003997423,4.328735915879,NA
"P70302","Stim1",2.48871101931924,2.62809500152091,2.30713303269323,2.47179135739309,2.42156069306304,2.74767261270897,2.42696230813534,1.87261140826785,0.756625537042556,3.70770589296512,1.14073851403084,1.05749604058447,3.28748118044902,1.22341385909989
"P70336","Rock2",2.23732575044745,2.66553288809839,2.63335543551279,2.42582355969211,2.44814523739305,2.38479433867621,2.36622974911529,2.50210988574493,1.29254631254657,2.45809109487698,2.47067707770293,1.62458216417187,1.81164257329535,0.895641115860605
"P70388","Rad50",4.45343540478398,4.59229777013686,4.8418725870508,5.07090314291277,4.93615865747765,5.86576035563877,5.07148951798085,4.93742715375311,1.7864160317691,2.02151303519106,1.31660520197117,4.02514336756152,4.17723866268972,0.303893270260015
"P70404","Idh3g",4.36225882145388,4.15601973463909,4.28652786873628,4.33454438829513,4.46975458419357,4.34731595415086,4.12134143802248,4.23189093820037,0.248967860610179,1.76497886419724,0.470204953649358,2.56351270196269,3.0186751662203,0.621932057384387
"P70452","Stx4",5.32522194525024,4.707732413911,5.03743435422505,4.82839482766999,5.20803664013296,5.44116434539618,4.02879504458199,5.33873932590084,1.97852224882852,3.49159671305097,2.70486181450383,2.88198151238732,2.42455638548023,1.62235696394109
"P70671","Irf3",1.79137125292512,2.36618747554971,2.07032943115572,2.03007281783875,2.27771454070525,4.4345306963805,1.79425201202517,2.79088861980709,0.950632929891543,0.970439251963708,1.03238899803989,1.21561449224233,1.22017778936931,0.668317846161752
"P70698","Ctps1",2.95323590470401,1.98718262561652,2.60157157601833,2.11877878358567,2.80910840595778,2.67363756148814,2.39410896489921,2.67420832717667,1.13280004822783,0.442896241103243,1.17491406198908,1.78956590973932,1.59663778417505,4.65389398527439
"P80314","Cct2",2.71086175503474,2.43352246567871,2.70126533405054,2.76660085325628,2.82767870501155,2.8366277687896,2.60569172283294,2.48685646029089,1.04370906124156,0.517673397993902,1.57829655952295,1.54475734147992,1.69405520726612,0.3002659411519
"P80315","Cct4",3.09184187172144,3.06854778654208,2.68049995461867,2.8041052407819,2.91123798009389,2.70313078317193,2.76358027543066,2.81720388531575,1.13834394672494,1.40649430900258,1.11924340547069,1.80692568553144,2.77833273274878,0.534744104694501
"P80316","Cct5",2.69684896003838,2.74879973235248,2.85413063724363,2.6890901709679,2.92833652011597,2.62457751099634,2.4494790887204,2.46372878645424,1.36940585014385,0.926473035855009,1.46529151762139,1.88124027657649,1.71640006344605,0.752767930941463
"P80318","Cct3",2.8850442763199,2.71322657888347,2.69917488509066,2.5404808212155,2.65712172106018,2.94141551864805,2.52331559636267,2.82946599914136,0.663806742177013,0.601674006139859,0.970308574541243,1.54676096860315,1.06891412389246,NA
"P83741","Wnk1",2.23258063434262,1.79768659755665,2.3130424163473,2.2510686113481,2.31007402916604,2.41866935263536,1.76423120528965,2.29599350640016,-0.219877638939619,0.584534832407924,0.0204596417881624,0.997992051654352,1.81241789850595,1.64546920596443
"P84075","Hpca",1.21082962216943,1.48685696762213,1.8566708395683,1.9655908730327,1.63621005901184,1.89793566132995,1.74608564184272,1.14493083007821,3.97387352001202,1.39300845003295,1.83375321076421,1.69570752465389,2.94940836702741,4.1165447871318
"P84089","Erh",2.91572072218598,3.72930980794344,2.20682932582336,2.29051843790594,2.75818115015167,2.04529001033462,3.01244043939125,2.53953879861203,1.72605327626528,2.51781084090334,2.52060989565845,2.78703594544209,2.31866908055898,1.34842510506547
"P84091","Ap2m1",3.45209257407062,3.15546990047531,3.35920210343734,3.38531227310912,3.4846907838578,3.12509955405915,2.83765052141126,3.64484324498644,1.06447974480297,1.09002355541847,1.47325427506148,2.32364663349403,0.961579454499588,0.424273052900296
"P84096","Rhog",4.12567591145312,3.73176574478132,4.14207670067039,3.90658501525505,4.16548405865498,4.15540930114911,3.69910527340043,4.07995669285752,1.0872896334292,2.17394470269074,0.885423855258953,2.87200625344488,2.1003130495874,0.446834983388642
"P84104","Srsf3",3.06225280718065,3.60932989495548,2.77938484490856,3.23803495722438,3.31779090855837,3.01479609168899,3.47481066595225,3.19791669324552,1.63878076371457,2.41773381064797,2.33762612674166,1.98123481507816,1.79612184572062,0.76447890416528
"P84228","H3c2",5.56761601713714,6.33115814631963,5.36167162082016,5.34679740560407,5.58990480194765,5.66564274151066,6.67088838220729,5.66018720309429,5.54878876764046,5.9764976697648,5.24243163060787,5.93097820993395,5.15055280283484,4.46529331138444
"P84244","H3-3a",5.47796502566776,6.32741834309504,5.2680741459373,5.307337282014,5.46095779662956,5.57486878386992,6.63597178581873,5.53830330228296,5.60347969431612,5.99460523604058,5.272043869548,5.9006272974615,5.22256315273876,4.34437379919309
"P85094","Isoc2a",4.43644187565817,4.33732782856988,4.35578980491447,4.23986170460726,4.41873196267809,4.46390233243437,3.79752857511866,4.21938124184326,2.14874817650399,2.50848978827116,2.41543772832955,3.1562049535952,3.96487119618791,2.16709994996938
"P97351","Rps3a",3.29392863059808,3.51213834914094,3.2886246712058,3.20490091324389,3.22338437628975,3.43508907788343,3.0474078333387,3.27590928854198,2.68058867707445,2.25963450901051,1.36364426999139,2.62805644498648,2.51356230692813,1.19569294387185
"P97352","S100a13",3.03088268341809,3.08753574071173,3.23683414289394,3.30098830578469,3.36603685552492,3.35824942088219,2.89012763814936,3.0724994166579,1.11490657549155,2.68783270021901,2.14010019781429,2.71936348656901,2.05177964259799,2.62212589563911
"P97355","Sms",1.96569018234177,2.80601590810386,2.03965250003157,2.24829527716621,2.54740552741566,1.99294226992198,2.42873148229606,2.35197444301695,2.07466250922265,0.90784409667533,0.845713453520822,1.48540332994257,2.20462719880722,3.9257288477688
"P97364","Sephs2",3.64847372924585,3.49653010097481,3.24707269948188,3.40293324038151,3.57703615183467,3.32909062484529,3.51463892960657,3.32883116314045,1.65504810435634,1.63774908478938,2.67978601761428,2.51633193643259,3.01342122093148,1.9582728705527
"P97370","Atp1b3",3.53934692072665,4.07962354177483,4.47298686797605,3.88076502123017,4.52471833043757,4.59390198116398,3.47740574164435,3.80928402938635,2.64835545827616,4.9198350602591,0.0939937818661457,2.07024114271868,1.75203884780972,2.13959402607618
"P97371","Psme1",2.26534093297614,1.64438852112618,1.83128166555689,2.43548979318884,2.36346391000308,1.97487238031478,1.89919359438681,2.02700492762022,1.0261926041642,1.60267319906925,1.60356960123448,2.20880208583705,1.80287272063924,0.393143498065593
"P97390","Vps45",2.1858069813291,2.57065081054024,2.35046233183374,1.75112200712696,1.80358720196974,2.4025643602977,2.08508241712301,2.04620111537958,1.66868524383594,2.02836225914754,1.5096190341839,2.29588807104908,1.63837983845026,4.09756063275374
"P97427","Crmp1",4.52365783047463,4.54663518132388,5.21298364102523,4.81892794621181,5.07987095098202,5.06123375380671,4.6789263762455,4.77523925830185,4.41434600506614,3.92624999418351,3.76573986362684,2.98769076222854,3.62408934154246,5.05343729658354
"P97429","Anxa4",2.99932517049263,2.95676137007483,3.21843387444127,3.23296915992587,2.79482089072376,2.90884888818857,2.650177046617,3.1660823270541,1.85327142639194,1.76058231080868,2.2120929994294,2.65129849073089,2.50983721497629,1.08189499847564
"P97449","Anpep",3.83822953217954,3.48750530769336,4.16175874986743,3.78096910794765,4.45080531037347,4.56674132338857,3.49782203891852,3.54338732714071,-0.0202936384169176,2.7199081280596,2.3633924828037,1.61964979948235,2.59333093076756,NA
"P97450","Atp5pf",4.4203104885382,4.45213442424747,4.40329035750934,4.30405706369298,4.58846667501182,4.31229335955987,4.1355008146239,4.28842489281025,2.03998283857614,2.73777383909691,1.93180356555986,3.26500356768199,3.8653012209112,0.48131236693701
"P97461","Rps5",3.63432155779408,3.57135335204136,3.26940512912825,3.49938327019912,3.57727652598133,3.51887429046771,3.35791136446651,3.38259828070949,2.88068249770745,2.69171144820656,1.81787645585182,2.885648981815,3.13953031224507,1.45566687548712
"P97494","Gclc",2.62806607898595,2.93474653546336,2.87059839373747,2.76111553662244,2.78826998027357,2.87301823458802,2.59596286717772,2.7197295316653,1.19318506231932,1.12209596553611,2.15880319375855,1.65568353911663,3.84957916194918,0.972560196445766
"P97798","Neo1",1.52007766991338,1.10546102177887,2.54438737708693,2.26765316181455,2.65495420512066,1.99331265011689,1.58857333696992,2.07713446742098,-0.341333651355988,2.27008148037172,3.60495206972881,2.61744439882748,2.79500659487687,4.81121674737324
"P97823","Lypla1",3.05293970568307,3.33920172370576,3.09028779424487,2.99776250669888,2.9761785886816,3.17376922817243,2.49051002926291,2.90627652304443,1.22441643848918,1.7245720293237,1.52996851935695,2.00538100474608,3.37498222548009,0.321668069292135
"P97927","Lama4",4.84964755838849,5.15995563624611,5.53814530560038,3.87603865705279,4.57880754700357,5.1612333619386,4.41664625083857,5.28584255056439,4.22876845357159,1.98175636257967,3.74455561563011,3.76522797810363,2.92637051022475,3.92306005092993
"P99024","Tubb5",4.31323639699733,4.07025173878629,4.35828994903338,4.14811746144127,4.53246903499251,4.39762966242323,4.06936947772099,4.08927984737131,2.04624472003784,3.4266099599663,2.25442030861429,3.61204237359714,2.12866047648011,2.06139554924391
"P99026","Psmb4",2.73549353967929,2.69600399133346,2.76145754186944,2.5594488767166,2.68546008578432,2.6343135905998,2.70547923229418,2.57939020905303,1.33221640048039,1.03230579258703,2.00814550542937,2.54759045126901,2.68403246456837,0.620126807955581
"P99028","Uqcrh",3.20664103845187,3.83887859749481,4.16592998471691,4.28395047411809,4.72592917016872,3.67974922820199,3.81504703626648,4.41554738025234,1.41124511705663,1.98392811776604,1.80501090717144,3.79148068999128,3.32376526523454,-0.0400315827285178
"P99029","Prdx5",4.21707482315713,4.32967010598847,4.21028076271547,3.8737220060877,3.96796096791139,4.20987232760189,3.86176769673572,3.8510113845592,2.35055077194245,2.22433278906443,2.65090252633216,3.01473590862602,4.00584091810819,0.79779788577418
"Q00915","Rbp1",2.67699402113142,0.922596021480165,2.00411783137899,1.37612660427788,2.10395235894007,1.34769093894058,1.46408203567661,1.41705836236434,1.12628616371187,1.86599307319412,2.17533868394391,1.85399813431442,1.34184898490987,3.74274474499494
"Q00PI9","Hnrnpul2",2.64323033296804,3.28130165508476,2.07410205069717,2.30556037219082,2.2863272119407,1.90076976344194,2.40031056483967,1.92728011992936,1.76898584827457,1.73199333465766,2.3001966704756,2.00422995453616,1.32337166213241,1.04847514197395
