"Proteins","Genes","Pro_Cerebellum","Pro_Frontal_Cortex","Pro_Heart","Pro_Kidney","Pro_Liver","Pro_Lung","Pro_Spleen","Pro_Amygdala","Pro_Entorhinal_Cortex","Pro_Gut","Pro_Olfactory_Bulb","Pro_Striatum","Pro_Thalamus","Pro_Substantia_Nigra"
"A2A8Z1","Osbpl9",3.24677834263506,3.12471701201579,1.47960654416468,3.9192873951833,3.07416633724491,3.71175474439956,3.79945377670565,3.35307656163824,3.14565323802788,3.91183251003385,3.53211544974902,3.13058721449003,3.31901136626189,3.2681205082245
"A2ADY9","Ddi2",4.58869626263506,4.81304542201579,3.26439836416468,5.6936790051833,6.79468419724491,5.02369022439956,5.42858143670565,4.76865585163824,4.93597974802788,6.02335374003385,5.06007822974902,4.66225350449003,4.34124079626189,4.7555506382245
"A2AEP0","Obp1b",NA,NA,NA,-1.4483069968167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A2AGH6","Med12",-1.82952367636494,-1.86873019198421,-0.505493225835322,2.2183603051833,5.52942115724491,0.508454804399558,0.526055186705653,-1.69874393036176,-1.63002972297212,0.516024970033851,-1.29270598825098,-1.76179021150997,-1.39964728173811,-1.6423299617755
"A2AGT5","Ckap5",5.69000881263506,5.60376980201579,2.69892451416468,3.5613948951833,2.99055150724491,3.81176948439956,3.84795100670565,5.69901185163824,5.65583974802788,4.56501454003385,5.99626922974902,5.47204275449003,5.83558083626189,5.7067990482245
"A2AI08","Tprn",1.56954257263506,-0.900674050984211,NA,2.9791115751833,-3.39715173375509,0.570798584399559,-0.0882486232943466,0.263861161638238,-0.00642067097211931,3.22133423003385,-0.283280209250978,0.359724004490032,0.655091896261894,1.5061924682245
"A2AIL4","Ndufaf6",1.82622327263506,0.565093122015789,0.645333804164678,3.1798520451833,2.32727402724491,0.094756644399559,-0.101694913294348,2.43399676163824,1.97551212802788,1.51326520003385,2.37027209974902,2.27266782449003,2.56309171626189,2.2127421282245
"A2AIV2","Virma",0.739990102635057,-2.76228663898421,NA,-0.276763629816701,-0.937714711755089,-0.542953701600441,1.10582710670565,-0.667064463361761,-1.49953859097212,0.69277069003385,0.125435666749022,-0.731026120509967,-0.637888986738107,-0.877255196775495
"A2AJL3","Fggy",2.25970243263506,1.68569357201579,NA,6.1314700751833,6.52957787724491,0.876941864399558,-0.510532728294348,1.43896840163824,1.39431721802788,-1.76783380196615,1.72408915974902,2.12409081449003,2.56674080626189,2.0422265182245
"A2AJT4","Pnisr",1.65899736263506,1.12302663201579,1.52578615416468,0.436160485183299,-0.281651090755089,1.02162080439956,1.85419671670565,1.65688478163824,2.04070331802788,1.21389098003385,2.67059577974902,2.13041188449003,1.84548471626189,1.5864421982245
"A2AKG8","Focad",0.583623662635057,0.275416742015789,-1.18126515183532,-0.9078457798167,-0.78046031075509,-1.32693366660044,-0.586984100294347,0.746890071638237,1.03195254802788,1.07204263003385,-0.124388094250978,1.10900689449003,0.0665699152618941,0.176823378224505
"A2AKK5","Acnat1",NA,NA,NA,4.4069295451833,3.38871202724491,-4.04923838960044,NA,NA,NA,3.12897289003385,NA,NA,NA,NA
"A2AKX3","Setx",NA,NA,NA,NA,-0.102231722755088,NA,-3.89944491629435,NA,NA,NA,NA,NA,NA,NA
"A2AL36","Cntrl",NA,NA,NA,NA,NA,-0.767229842600442,-0.365323421294348,NA,NA,NA,NA,NA,NA,NA
"A2ALS5","Rap1gap",5.89718946263506,6.09822718201579,NA,3.6597579051833,-3.60442778175509,0.861781494399559,-1.02317948529435,6.30373728163824,6.29412272802788,2.06809168003385,5.47839528974902,7.07117257449003,6.56405865626189,6.6101644082245
"A2AN08","Ubr4",4.15001157263506,4.22281186201579,2.64338148416468,3.6541388951833,3.80949373724491,3.52329919439956,3.67063343670565,4.21907016163824,4.21697402802788,4.14055957003385,4.37939188974902,4.24679097449003,4.09283418626189,4.2038362582245
"A2ANY6","Mdn1",-1.23039231336494,-3.39035886898421,NA,NA,-3.49346791375509,-3.14357452460044,-0.0557014132943477,-1.93425669336176,-1.79472962097212,-0.627042513966149,-1.84410614525098,-2.87445746850997,-0.628319509738107,0.0740834712245046
"A2APT9","Klhdc7a",0.745369972635057,0.676585162015789,NA,3.9072654151833,1.76867162724491,NA,NA,0.578998921638238,0.285070008027879,-0.280711011966149,1.00497981974902,-0.634838310509967,0.162612605261893,1.0616460982245
"A2APY7","Ndufaf5",4.09594227263506,3.95988525201579,3.18239609416468,3.9086798851833,2.26434182724491,0.286584844399559,0.561392776705653,3.76300506163824,3.73404795802788,2.02742561003385,4.09255625974902,3.99194844449003,3.67358093626189,3.5425189982245
"A2AQ07","Tubb1",9.67076142263506,10.3299626320158,6.16926041416468,7.4414002251833,6.01299115724491,7.77282723439956,7.48723159670565,9.05053103163824,9.39977276802788,6.66615384003385,9.64044867974902,9.26139757449003,9.78521975626189,9.5507751682245
"A2AQW0","Map3k15",NA,NA,NA,-0.0226876598167006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A2ARA8","Itga8",NA,NA,1.03894356416468,3.0125811151833,0.389673447244911,5.75791992439956,3.51258775670565,NA,-1.41899119097212,1.95330496003385,NA,NA,-2.14872028073811,NA
"A2ARP1","Ppip5k1",2.49303042263506,2.91084822201579,0.282486874164678,0.683293375183298,-0.490964730755089,-0.723723809600442,0.196605646705654,2.72228141163824,2.85875188802788,1.38364209003385,2.86234900974902,2.61564484449003,2.80645853626189,2.8059062882245
"A2ARV4","Lrp2",-1.49459207436494,-0.186384658984211,NA,8.1153989551833,-1.41621063475509,1.41712477439956,-0.830150206294347,0.391596571638239,0.32890437802788,-0.92769008896615,-1.01469575225098,0.910214434490033,0.104381121261893,-0.321792929775496
"A2AT37","Upf2",4.98706474263506,3.51709668201579,-2.07866911383532,0.762356025183299,1.56929050724491,1.14608407439956,2.45149998670565,4.36893096163824,3.42214184802788,2.55463281003385,4.13519232974902,2.67968047449003,4.43026064626189,4.1367315782245
"A2ATU0","Dhtkd1",0.126984670635057,-1.66445461398421,NA,5.0453684551833,4.15459408724491,NA,NA,NA,NA,NA,0.651080909749022,-2.35957152050997,NA,NA
"A2AVA0","Svep1",NA,NA,NA,NA,NA,-2.94570359460044,NA,NA,NA,NA,NA,NA,NA,NA
"A2AWA9","Rabgap1",4.46482347263506,4.65106235201579,1.48564351416468,3.4684707251833,1.94819271724491,3.26852919439956,3.36539181670565,4.64100683163824,4.85493268802788,3.34770310003385,4.58195294974902,4.78260976449003,4.77404681626189,4.6041754182245
"A2AWP8","Arhgef10l",1.18527805263506,1.99672908201579,-0.173233635835323,0.946244755183299,1.88019119724491,-1.17037482360044,-2.35141484029435,2.52812911163824,1.58414940802788,1.56515738003385,2.69407268974902,1.27323037449003,1.18429636626189,2.7772121882245
"A2BDX3","Mocs3",5.35193961263506,5.60086152201579,2.61387725416468,5.4496209151833,4.97866048724491,4.68155975439956,6.09416333670565,5.41281961163824,5.70269337802788,6.44842307003385,6.11135013974902,5.39927556449003,5.37208063626189,5.1790664782245
"A2RSQ0","Dennd5b",3.46913662263506,3.14129184201579,0.376733134164678,1.6404795751833,2.42317566724491,0.391112324399559,1.19902383670565,2.76414147163824,2.74981880802788,1.85303204003385,3.24125387974902,2.97405598449003,2.69028943626189,2.6765958582245
"A2RSY6","Trmt1l",0.142775633635058,1.20876367201579,-1.36817514883532,1.4765368151833,0.697658917244911,0.225984444399559,2.05207580670565,1.83080404163824,1.90503437802788,3.15128861003385,1.60183699974902,1.82179503449003,1.51630859626189,1.4722468782245
"A2RTH5","Lcmt1",5.49420485263506,5.80691794201579,2.63806862416468,4.5118323151833,3.68708184724491,3.62134051439956,3.77412960670565,6.15478221163824,6.18709487802788,4.58069213003385,5.84841406974902,6.06519121449003,5.96309993626189,6.0999089282245
